Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Woodland Sprite	DB2	WoodlandSprite	Plant/Effect	Earth	3	900	400			Send 1 Equip Card equipped to this card to the Graveyard. Inflict 500 points of damage to your opponent's Life Points.
Yata-Garasu	DB2	YataGarasu	Fiend/Spirit	Wind	2	200	100		A0/T1	This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that it is Normal Summoned, Flip Summoned, or flipped face-up. When this card inflicts Battle Damage to your opponent's Life Points, your opponent skips his/her next Draw Phase.
Emes the Infinity	DBT	EmestheInfinity	Machine/Effect	Light	7	2500	2000			Each time this card destroys and opponent's Monster and sends it to the Graveyard as a result of battle, increase the ATK of this card by 700 points.
Twinheaded Beast	DBT	TwinheadedBeast	Beast/Effect	Fire	6	1700	1900			This card can attack twice during the same Battle Phase.
Arsenal Robber	DCR	ArsenalRobber	Normal Trap							Your opponent selects 1 Equip Spell Card from his/her Deck and sends it to the Graveyard.
Blast Held By a Tribute	DCR	BlastHeldByaTribute	Normal Trap							Activate only when your opponent declares an attack with a monster on his/her side of the field that has been Tribute Summoned, or Set. Destroy all face-up Attack Position monsters on your opponent's sid eof the field and inflict 1000 damage to your opponent.
Cost Down	DCR	CostDown	Normal Spell							Discard 1 card from your hand. Downgrade all Monster Cards in your hand by 2 Levels until the End Phase of the turn this card is activated.
Different Dimension Dragon	DCR	DifferentDimensionDragon	Dragon/Effect	Light	5	1200	1500			The effect of a Spell or Trap Card cannot destroy this card unless the Spell or Trap Card specifically designates a target. This card is not destroyed by battle when this card battles with a monster with an ATK of 1900 or less.
Frozen Soul	DCR	FrozenSoul	Normal Trap							Activate only when your opponent's Life Points are at least 2000 points higher than yours. Your opponent skip his/her next Battle Phase.
Gyaku-Gire Panda	DCR	GyakuGirePanda	Beast/Effect	Earth	3	800	1600			The ATK of this card increases by 500 points for every monster on your opponent's side of the field. When this card attacks with an ATK that is higher than the DEF of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points.
Kaiser Glider	DCR	KaiserGlider	Dragon/Effect	Light	6	2400	2200			This card is not destroyed by battle when this card battles with a monster with the same ATK. When this card is destroyed and sent to the Graveyard, return 1 monster on the field in its owner's hand.
Kelbek	DCR	Kelbek	Fairy/Effect	Earth	4	1500	1800			Any monster that attacks this card is returned to its owner's hand. Damage calculation is applied normally.
Keldo	DCR	Keldo	Fairy/Effect	Earth	4	1200	1600			When this card is destroyed and sent to the Graveyard as a result of battle, select 2 cards from your opponent's Graveyard and return them to your opponent's Deck. Your opponent then shuffles his/her Deck.
Maju Garzett	DCR	MajuGarzett	Fiend/Effect	Dark	7	?	0			The ATK of this card becomes equal to the combined original ATK of the 2 monsters you Tributed for the Tribute Summon of this card.
Mefist the Infernal General	DCR	MefisttheInfernalGeneral	Fiend/Effect	Dark	5	1800	1700			When this card attacks with an ATK that is higher than the Def of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. When this card inflicts Battle Damage to your opponent's Life Points, select 1 card from your opponent's hand randomly and discard it.
Metallizing Parasite - Lunatite	DCR	MetallizingParasiteLunatite	Aqua/Union/Effect	Water	7	1000	500			Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to a face-up monster on your side of the field as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, that monster will be unaffected by the effects of Spell Cards controlled by your opponent. (1 monster can only be equipped with 1 Union Monster at a time. If the monster that this card is equipped to is destroyed by battle, destroy this card instead.)
Morale Boost	DCR	MoraleBoost	Continuous Spell							Each time a player equips an Equip Spell Card, that player's Life Points increase by 1000 points. Each time an Equip Spell Card is destroyed or removed from the field, inflict 1000 damage to the Life Points of the controller of that Equip Spell Card.
Nin-Ken Dog	DCR	NinKenDog	Beast-Warrior	Wind	4	1800	1000			A Ninja dog who has mastered extreme Ninjustu. Through hard training, it learned the technique to metamorphose into a human being.
Outstanding Dog Marron	DCR	OutstandingDogMarron	Beast/Effect	Light	1	100	100			When this card is sent to the Graveyard, it is returned to your Deck. Then shuffle your Deck.
Pandemonium Watchbear	DCR	PandemoniumWatchbear	Beast/Effect	Dark	4	1300	1800			As long as this card remains face-up on your side of the field, "Pandemonium" on your side of the field cannot be destroyed by your opponent's card effects.
Precious Cards from Beyond	DCR	PreciousCardsfromBeyond	Continuous Spell							When you successfully Tribute Summon or Set a monster that required 2 or more Tributes, draw 2 cards from your Deck.
Ray of Hope	DCR	RayofHope	Normal Trap							Select 2 LIGHT monsters from your Graveyard and add them to your Deck. Then Shuffle your Deck.
Really Eternal Rest	DCR	ReallyEternalRest	Normal Trap							Destroy all monsters equipped with Equip Cards.
Spell Reproduction	DCR	SpellReproduction	Normal Spell							Send 2 Spell Cards from your hand to the Graveyard. Select 1 Spell Card from your Graveyard and add it your hand.
Spell Vanishing	DCR	SpellVanishing	Counter Trap							Discard 2 cards from your hand to negate the activation of a Spell Card and destroy it. Also, check your opponent's hand and Deck and if you find any Spell Cards of the same name as the destroyed Spell Card, send all of them to the Graveyard.
Thousand Needles	DCR	ThousandNeedles	Beast/Effect	Earth	4	1000	1800			When this Defense Position card is attacked and the ATK of the attacking monster is lower than the DEF of this card, after Damage Calculation destroy the attacking monster.
Token Thanksgiving	DCR	TokenThanksgiving	Normal Spell							Destroy all tokens on the field. Gain Life Points by the number of tokens destroyed x800 points.
Vilepawn Archfiend	DCR	VilepawnArchfiend	Fiend/Effect	Earth	2	1200	200			The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 3, negate the effect and destroy the opponent's card. As long as this card remains on the field, your opponent cannot attack any Archfiend Monster Card on your side of the field except "Vilepawn Archfiend".
Salamandra	DDS	Salamandra	Equip Spell							A FIRE monster equipped with this card increases its ATK by 700 points.
Seiyaryu	DDS	Seiyaryu	Dragon	Light	7	2500	2300			A mystical dragon that burns away the unworthy with its mystic flames.
Breath of Light	DL10	BreathofLight	Normal Spell							Destroy all face-up Rock-Type monsters on the field.
Acid Rain	DL8	AcidRain	Normal Spell							Destroy all face-up Machine-Type monsters on the field.
Last Day of Witch	DL9	LastDayofWitch	Normal Spell							Destroy all face-up Spellcaster-Type monsters on the field.
Burial from a Different Dimension	DP03	BurialfromaDifferentDimension	Quick-Play Spell						A1/T1	Select up to 3 Monster Cards that are removed from play, and return them to their owners' Graveyards.
Chrysalis Dolphin	DP03	ChrysalisDolphin	Fish/Effect	Water	2	400	600			By Tributing this card while "Neo-Space" is on the field, Special Summon 1 "Neo-Spacian Aqua Dolphin" from your hand or Deck.
Contact	DP03	Contact	Normal Spell							Send all "Chrysalis" monsters you control to the Graveyard, and Special Summon 1 monster from your hand or Deck that is written in the card text of those cards.
Light Laser	DP03	LightLaser	Equip Spell							Equip only to a LIGHT Warrior-Type monster. Remove from play any monsters that battle with it at the end of the Damage Step.
Attack Reflector Unit	DP04	AttackReflectorUnit	Normal Trap							Tribute 1 "Cyber Dragon". Special Summon 1 "Cyber Barrier Dragon" from your hand or Deck.
Cyber Barrier Dragon	DP04	CyberBarrierDragon	Machine/Effect	Light	6	800	2800			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with "Attack Reflector Unit". While this card is in Attack Position, your opponent's first attack each turn is negated.
Cyber Kirin	DP04	CyberKirin	Machine/Effect	Light	3	300	800			By Tributing this card, any effect damage inflicted to you this turn becomes 0.
Cyberdark Dragon	DP04	CyberdarkDragon	Machine/Fusion/Effect	Dark	8	1000	1000			Cyberdark Horn + "Cyberdark Edge" + "Cyberdark Keel" This monster cannot be Special Summoned except by Fusion Summon. When this monster is Special Summoned, select 1 Dragon-Type monster in your Graveyard and equip it to this card. This card gains ATK equal to the equipped card's ATK. This card gains 100 ATK for each Monster Card in your Graveyard. If this card would be destroyed by battle, the equipped monster is destroyed instead.
Cyberdark Edge	DP04	CyberdarkEdge	Machine/Effect	Dark	4	800	800			When this card is Normal Summoned, select 1 Level 3 or lower Dragon-Type monster in your Graveyard and equip it to this card. This card gains ATK equal to the equipped card's ATK. This card can attack your opponent directly. If it attacks using this effect, the Battle Damage it inflicts to your opponent is halved. If this card would be destroyed by battle, the equipped monster is destroyed instead.
Cyberdark Keel	DP04	CyberdarkKeel	Machine/Effect	Dark	4	800	800			When this card is Normal Summoned, select 1 Level 3 or lower Dragon-Type monster in your Graveyard and equip it to this card. This card gains ATK equal to the equipped card's ATK. When this card destroys an opponent's monster by battle, inflict 300 damage to your opponent. If this card would be destroyed by battle, the equipped monster is destroyed instead.
Damage Polarizer	DP04	DamagePolarizer	Counter Trap							Activate only when an effect that inflicts damage is activated. Negate its activation and effect, and each player draws 1 card.
Different Dimension Capsule	DP04	DifferentDimensionCapsule	Normal Spell							Select 1 card from your Deck and remove it from play face-down. During your 2nd Standby Phase after activation, destroy this card and add the removed card to your hand.
Fusion Guard	DP04	FusionGuard	Counter Trap							Activate only when an effect that inflicts damage is activated. Negate its activation and effect, and randomly send 1 Fusion Monster from your Extra Deck to the Graveyard.
Infernal Dragon	DP04	InfernalDragon	Dragon/Effect	Dark	4	2000	0			If this card attacks, it is destroyed and sent to the Graveyard during the End Phase. When this card is destroyed and sent to the Graveyard from the field, you can Special Summon this card by Tributing 1 monster.
Photon Generator Unit	DP04	PhotonGeneratorUnit	Quick-Play Spell							Tribute 2 "Cyber Dragons". Special Summon 1 "Cyber Laser Dragon" from your hand, Deck, or Graveyard.
Return Soul	DP04	ReturnSoul	Normal Trap							Activate only during the End Phase. You can return of to 3 monsters destroyed this turn from the Graveyard to their owners' Deck.
Ruthless Denial	DP04	RuthlessDenial	Normal Spell							Select 1 monster you control and send it to the Graveyard, and send 1 random card in your opponent's hand to the Graveyard.
Trap Jammer	DP04	TrapJammer	Counter Trap							Activate only when your opponent activates a Trap Card during the Battle Phase. Negate the activation of the Trap Card and destroy it.
Eternal Dread	DP05	EternalDread	Normal Trap							Put 2 Clock Counters on "Clock Tower Prison".
Misfortune	DP05	Misfortune	Normal Spell							Select 1 face-up monster your opponent controls. Inflict damage to your opponent equal to half that monster's original ATK. Your monsters cannot attack this turn.
Armor Breaker	DP06	ArmorBreaker	Warrior/Union/Effect	Earth	3	800	800			Once per turn, you can equip this card to a Warrior-Type monster you control, OR unequip it to Special Summon this card in face-up Attack Position. While equipped to a monster by this effect, when that monster inflicts Battle Damage to your opponent, destroy 1 card on the field. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed by battle, this card is destroyed instead.)
Convert Contact	DP06	ConvertContact	Normal Spell							Activate only while you control no monsters. Send 1 "Neo-Spacian" monster from your hand and 1 from your Deck to the Graveyard. Then draw 2 cards.
Hero Medal	DP06	HeroMedal	Normal Trap							When this Set card is destroyed and sent to the Graveyard by a card effect controlled by your opponent, shuffle this card into the Deck. Then draw 1 card.
Hero's Rule 2	DP06	HerosRule2	Counter Trap							Negate the activation of a Spell, Trap, or Effect Monster's effect that targets a card(s) in the Graveyard, and destroy it.
Over Limit	DP06	OverLimit	Normal Trap							Pay 500 Life Points. Special Summon from both players' Graveyards as many Normal Monsters as possible with 1000 or less ATK that were destroyed by battle this turn.
Reverse of Neos	DP06	ReverseofNeos	Quick-Play Spell							Activate only when a face-up "Neos" Fusion Monster you control is destroyed. Special Summon 1 "Elemental HERO Neos" from your Deck in Attack Position. It gains 1000 ATK and is destroyed during the End Phase of this turn.
Revoke Fusion	DP06	RevokeFusion	Normal Spell							Discard 1 "Polymerization" to the Graveyard. Send 1 Fusion Monster from your Extra Deck to your Graveyard and Special Summon 1 monster from your hand that is listed as a Fusion Material Monster on that card. The Special Summoned monster is sent to the Graveyard during the End Phase of this turn.
Swing of Memories	DP06	SwingofMemories	Normal Spell							Special Summon 1 Normal Monster from your Graveyard. It is destroyed during the End Phase of this turn.
Crystal Counter	DP07	CrystalCounter	Normal Trap							Send all cards in your Spell & Trap Card Zone to the Graveyard. Place as many "Crystal Beast" monsters as possible from your Graveyard in your Spell & Trap Card Zone, face-up, as Continuous Spell Cards. During the End Phase, destroy all face-up "Crystal Beast" cards you control.
Gravedigger Ghoul	DP07	GravediggerGhoul	Normal Spell							Select up to 2 Monster Card(s) from your opponent's Graveyard. Remove the selected card(s) from play.
Gravi-Crush Dragon	DP07	GraviCrushDragon	Dragon/Effect	Dark	6	2400	1200			You can send 1 face-up Continuous Spell Card you control to the Graveyard to destroy 1 monster your opponent controls.
Hand Destruction	DP07	HandDestruction	Quick-Play Spell							Each player sends 2 cards from their hand to the Graveyard and draws 2 cards.
Last Resort	DP07	LastResort	Normal Trap							Activate only when your opponent's monster declares an attack. You can select 1 "Ancient City - Rainbown Ruins" from your Deck and activate it. If your opponent had an active Field Spell Card when this card was activated, they can draw 1 card.
Magna-Slash Dragon	DP07	MagnaSlashDragon	Dragon/Effect	Light	6	2400	1200			You can send 1 face-up Continuous Spell Card you control to the Graveyard to destroy 1 Spell or Trap Card your opponent controls.
Triggered Summon	DP07	TriggeredSummon	Normal Trap							Activate only when a monster is Special Summoned to your opponent's side of the field. Each player can Special Summon 1 Level 4 or lower monster from their hand.
Armory Arm	DP08	ArmoryArm	Machine/Synchro/Effect	Light	4	1800	1200			1 Tuner + 1 or more Non-Tuner monsters Once per turn, you can equip this card to a monster OR unequip it to Special Summon this card in face-up Attack Position. While equipped to a monster by this effect, that monster gains 1000 ATK. When the equipped monster destroys a monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to the destroyed monster's ATK.
Confusion Chaff	DP08	ConfusionChaff	Normal Trap							Activate only when your opponent declares a second direct attack during the same Battle Phase. Conduct battle between the attacking monster and the first monster that attacked directly (other effects cannot be activated during this battle).
Defense Draw	DP08	DefenseDraw	Normal Trap							Activate only during damage calculation during your opponent's turn. The Battle Damage you would receive becomes 0. Draw 1 card.
Domino Effect	DP08	DominoEffect	Continuous Spell							When a monster your opponent controls is destroyed by battle and sent to the Graveyard, you can send 1 monster you control to the Graveyard to destroy 1 monster your opponent controls.
Equip Shoot	DP08	EquipShot	Normal Trap							Activate only during the Battle Phase. Select 1 Equip Card equipped to a face-up Attack Position monster you control, and select 1 face-up Attack Position monster your opponent controls. Equip that monster with the selected Equip Card. Then, conduct battle between your previously equipped monster and the selected monster (other effects cannot be activated during this battle).
Give and Take	DP08	GiveandTake	Normal Trap							Special Summon 1 monster from your Graveyard to your opponent's side of the field in Defense Position, and increase the Level of 1 monster you control by the Level of the Special Summoned monster, until the End Phase.
Graceful Revival	DP08	GracefulRevival	Continuous Trap							Select 1 Level 2 or lower monster from your Graveyard and Special Summon it in Attack Position. When this card is removed from the field, destroy that monster. When that monster is removed from the field, destroy this card.
Junk Barrage	DP08	JunkBarrage	Equip Spell							When the equipped monster destroys a monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to half the destroyed monster's ATK.
Limiter Overload	DP08	LimiterOverload	Normal Trap							When this card is sent to the Graveyard, Special Summon 1 "Speed Warrior" from you hand, Deck, or Graveyard.
Tuningware	DP08	Tuningware	Machine/Effect	Light	1	100	300			If this card is used for a Synchro Summon, you can treat it as a Level 2 monster. If this card is sent to the Graveyard for a Synchro Summon, draw 1 card.
Turbo Booster	DP08	TurboBooster	Machine/Effect	Earth	1	0	0			If you have Normal Summoned a monster this turn, you can Special Summon this card from your hand. You can Tribute this card to destroy 1 monster your opponent controls that battled one of your monsters this turn.
Turbo Synchron	DP08	TurboSynchron	Machine/Tuner/Effect	Wind	1	100	500			When this card declares an attack, you can change the attack target to Defense Position. When you take Battle Damage while this card is attacking, you can Special Summon 1 monster from your hand with ATK equal to or less than the Battle Damage you took.
Urgent Tuning	DP08	UrgentTuning	Normal Trap							Activate only during the Battle Phase. Synchro Summon 1 Synchro Monster. (Send the appropriate Synchro Material Monsters to the Graveyard.)
Eccentric Boy	DP09	EccentricBoy	Spellcaster/Tuner	Wind	3	800	200			When using this card as a Synchro Material Monster, the other Synchro Material Monsters is 1 monster in your hand. The Synchro Monster that used this card as a Synchro Material Monster cannot activate its effects, its effect(s) is negated, and is removed from play when removed from the field.
Gauntlet Warrior	DP09	GauntletWarrior	Warrior/Effect	Earth	3	400	1600			You can Tribute this card to have all face-up Warrior-Type monsters you control gain 500 ATK and DEF until the end of the next Damage Step they battle. This effect can be activated during either player's turn.
Junk Archer	DP09	JunkArcher	Warrior/Synchro/Effect	Earth	7	2300	2000			Junk Synchron + 1 or more non-Tuner monsters. Once per turn you can remove 1 monster your opponent controls from play. During the End Phase, the removed monster returns to the opponent's side of the field, in the same Battle Position.
Scrubbed Raid	DP09	ScrubbedRaid	Continuous Trap							During the Battle Phase, you can send 1 card you control to the Graveyard, except this card, to end the Battle Phase.
Stardust Dragon-Assault Mode	DP09	StardustDragonAssaultMode1	Dragon/Effect	Wind	10	3000	2500			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with its own effect or with "Assault Mode Activate". You can Tribute this card to negate the activation of a Spell Card, Trap Card, or Effect Monster's effect, and destroy that card. If you negate an effect this way, you can Special Summon this card from your Graveyard during the End Phase. When this card on the field is destroyed, you can Special Summon 1 "Stardust Dragon" from your Graveyard.
Tuner's Barrier	DP09	TunersBarrier	Normal Trap							Select 1 face-up Tuner monster you control. That monster cannot be destroyed by battle or by card effects, until the End Phase of the next turn.
Bubble Blaster	DP1	BubbleBlaster	Equip Spell							You can only equip this card to "Elemental HERO Bubbleman". Increase the ATK of the equipped monster by 800 points. If the equipped monster would be destroyed by battle, destroy this card instead, and make the Battle Damage to the controller of the equipped monster 0.
Bubble Illusion	DP1	BubbleIllusion	Quick-Play Spell							Activate only while there is a face-up "Elemental HERO Bubbleman" on your side of the field. During this turn, you can activate 1 Trap Card from your hand.
Fusion Sage	DP1	FusionSage	Normal Spell							Add 1 "Polymerization" card from your Deck to your hand. Then shuffle your Deck.
Battle Waltz	DP10	BattleWaltz1	Normal Spell							Select 1 face-up Synchro Monster you control. Special Summon 1 "Waltz Token" with the same Type, Attribute, Level, ATK and DEF as that monster. Players take no Battle Damage from battles involving this Token.
Big One Warrior	DP10	BigOneWarrior	Warrior/Effect	Light	1	100	600			During your Main Phase, you can send 1 Level 1 monster, except this card, from your hand to the Graveyard to Special Summon this card from your hand.
Boost Warrior	DP10	BoostWarrior	Warrior/Effect	Fire	1	300	200			If you control a face-up Tuner monster, you can Special Summon this card from your hand in face-up Defense Position. All Warrior-Type monsters you control gain 300 ATK.
Bri Synchron	DP10	BriSynchron	Machine/Tuner	Earth	4	1500	1100			If this card is sent to the Graveyard as a Synchro Material Monster, until the End Phase of this turn, the Synchro Monster that used this card as a Synchro Material Monster gains 600 ATK but its effects are negated.
Card of Sacrifice	DP10	CardofSacrifice	Normal Trap							Draw 2 cards, if the combined ATK of all your face-up Attack Position monsters (minimum 2) is less than the ATK of your opponent's face-up monster with the lowest ATK. You cannot Summon or change Battle Position the turn you activate this card.
Justice Bringer	DP10	JusticeBringer	Warrior/Effect	Earth	4	1700	1000			Once per turn, when a Special Summoned monster your opponent controls activates its effect, you can negate the activation.
Synchro Gift	DP10	SynchroGift	Normal Spell							Select 2 face-up monsters you control (1 Synchro Monster and 1 non-Synchro monster). Until the End Phase of this turn, reduce the ATK of the Synchro Monster to 0, and the other monster gains ATK equal to the Synchro Monster's original ATK.
Synchro Material	DP10	SynchroMaterial	Normal Trap							Select 1 face-up monster your opponent controls. If you Synchro Summon this turn, you can use the selected monster as a Synchro Material Monster. You cannot conduct your Battle Phase during the turn you activate this card.
Black Feather Beacon	DP11	BlackFeatherBeacon	Normal Trap							Activate only when you take damage by a card effect. Special Summon 1 Level 4 or lower "Blackwing" monster from your hand.
Black Return	DP11	BlackReturn	Normal Trap							Activate only when exactly 1 "Blackwing" monster is Special Summoned, by selecting 1 face-up monster your opponent controls. Gain Life Points equal to the ATK of that monster, and return it to the hand.
Blackwing - Jetstream the Blue Sky	DP11	BlackwingJetstreamtheBlueSky	Winged Beast/Effect	Dark	1	100	800			During damage calculation, you can send this card from your hand to the Graveyard to prevent a "Blackwing" monster you control from being destroyed by this battle.
Blackwing - Kochi the Daybreak	DP11	BlackwingKochitheDaybreak	Winged Beast/Tuner	Dark	4	700	1500			If this card was Special Summoned, it cannot be used as a Synchro Material Monster.
Armed Dragon LV10	DP2	ArmedDragonLV10	Dragon/Effect	Wind	10	3000	2000			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 "Armed Dragon LV7" on your side of the field. By sending 1 card from your hand to the Graveyard, destroy all face-up monsters on your opponent's side of the field.
Chthonian Alliance	DP2	ChthonianAlliance	Equip Spell							Increase the ATK of the equipped monster by 800 points for each other face-up monster on the field with the same name as the equipped monster.
Chthonian Polymer	DP2	ChthonianPolymer	Normal Trap							Activate only when your opponent Fusion Summons a Fusion Monster. Tribute 1 monster to take control of that Fusion Monster.
Inferno Reckless Summon	DP2	InfernoRecklessSummon	Quick-Play Spell							Activate only when 1 monster with an ATK of 1500 points or less is Special Summoned to your side of the field while there is a face-up monster on your opponent's side of the field. Special Summon all cards with the same name as the Summoned monster from your hand, Deck, and Graveyard in face-up Attack Position. Your opponent selects 1 monster on their side of the field and Special Summons all cards with that same name from their hand, Deck, and Graveyard.
Level Modulation	DP2	LevelModulation	Normal Spell							Your opponent draws 2 cards. Special Summon 1 monster from your Graveyard that includes "LV" in its card name, ignoring the Summoning conditions. The monster that was Special Summoned by this effect cannot attack, nor activate or apply its effect this turn.
Ojama Black	DP2	OjamaBlack	Beast	Light	2	0	1000			He's one of the Ojama Trio. It's said that he butts in by any means necessary. It's also said that when the three are together, something happens.
Ojama Delta Hurricane	DP2	OjamaDeltaHurricane	Normal Spell							Activate only while "Ojama Green", "Ojama Yellow" and "Ojama Black" are face-up on your side of the field. Destroy all cards on your opponent's side of the field.
Ojama Green	DP2	OjamaGreen	Beast	Light	2	0	1000			He's one of the Ojama Trio. It's said that he butts in by any means necessary. It's also said that when the three are together, something happens.
Ojama King	DP2	OjamaKing	Beast/Fusion/Effect	Light	6	0	3000			Ojama Green + "Ojama Yellow" + "Ojama Black". Select up to 3 of your opponent's Monster Card Zones. As long as this card remains face-up on the field, the selected zones cannot be used.
Ojama Trio	DP2	OjamaTrio	Normal Trap						A2/T2	Special Summon 3 "Ojama Tokens" (Beast-Type/LIGHT/2 Stars/ATK 0/DEF 1000) in Defense Position on your opponent's side of the field. The tokens cannot be Tributed for a Tribute Summon. When an "Ojama Token" is destroyed, the controller takes 300 points of damage.
Ojama Yellow	DP2	OjamaYellow	Beast	Light	2	0	1000			He's one of the Ojama Trio. It's said that he butts in by any means necessary. It's also said that when the three are together, something happens.
Ojamagic	DP2	Ojamagic	Normal Spell							When this card is sent from the hand or the field to the Graveyard, add 1 each of "Ojama Green", "Ojama Yellow" and "Ojama Black" from your Deck to your hand.
Ojamuscle	DP2	Ojamuscle	Normal Spell							Select 1 face-up "Ojama King" on the field. Destroy all monster(s) on the field that include "Ojama" in their card name, except the selected "Ojama King". Increase the ATK of the selected "Ojama King" by 1000 points for each destroyed monster.
Ring of Defense	DP2	RingofDefense	Quick-Play Spell							Activate only in response to the activation of a Trap Card effect that inflicts damage. Make the effect damage of that Trap Card 0.
The Grave of Enkindling	DP2	TheGraveofEnkindling	Normal Trap							Activate only when a monster on your side of the field is destroyed by battle and sent to the Graveyard. You and your opponent each select 1 monster from your respective Graveyards and Special Summon them in Defense Position. Neither monster Special Summoned by this card's effect can change its battle position while it is face-up on the field, except with a card effect.
V-Tiger Jet	DP2	VTigerJet	Machine	Light	4	1600	1800			This ace fighter is unbeatable in a dogfight. It combines with other monsters to launch an array of encircling attacks.
W-Wing Catapult	DP2	WWingCatapult	Machine/Union/Effect	Light	4	1300	1500			Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your "V-Tiger Jet" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK and DEF of the equipped monster by 400 points. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed by battle, destroy this card instead.)
X-Head Cannon	DP2	XHeadCannon	Machine	Light	4	1800	1500			A monster with a mighty cannon barrel, it is able to integrate its attacks. Its attacks in many ways by combining and separating with other monsters.
XYZ-Dragon Cannon	DP2	XYZDragonCannon	Machine/Fusion/Effect	Light	8	2800	2600			X-Head Cannon + "Y-Dragon Head" + "Z-Metal Tank" This card can only be Special Summoned from your Extra Deck by removing from play the above cards on your side of the field. (You do not use "Polymerization"). This card cannot be Special Summoned from the Graveyard. By discarding 1 card from your hand, destroy 1 card on your opponent's side of the field.
Y-Dragon Head	DP2	YDragonHead	Machine/Union/Effect	Light	4	1500	1600			Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your "X-Head Cannon" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK/DEF of the equipped monster by 400 points. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)
Frozen Fitzgerald	DPCT	FrozenFitzgerald	Fiend/Synchro/Effect	Water	5	2500	2500			1 DARK Tuner + 1 non-Tuner Beast-Type monster. If this card attacks, your opponent cannot activate any Spell or Trap Cards until the end of the Damage Step. When this card is destroyed by battle and sent to the Graveyard, while you control no monsters, you can discard 1 card to Special Summon this card from the Graveyard in face-up Defense Position.
Treasure Map	DPK	TreasureMap	Normal Trap							Activate only in response to the activation of an effect that would return this card from the field to the hand. Draw 2 cards from your Deck and discard 1 card from your hand.
Chaos Emperor Dragon - Envoy of the End	DPKB	ChaosEmperorDragonEnvoyoftheEnd1	Dragon/Effect	Dark	8	3000	2500		A0/T1	This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 LIGHT and 1 DARK monster in your Graveyard. You can pay 1000 Life Points to send all cards in both players' hands and on the field to the Graveyard. Inflict 300 damage to your opponent for each card sent to the Graveyard by this effect.
A Rival Appears!	DR04	ARivalAppears!	Normal Trap							Select 1 face-up monster your opponent controls. Special Summon 1 monster from your hand that has the same Level as the selected monster.
Anteatereatingant	DR04	Anteatereatingant	Insect/Effect	Earth	5	2000	500			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 2 Spell or Trap Cards on your side of the field to the Graveyard. This card can destroy 1 Spell or Trap Card on your opponent's side of the field, but it cannot attack this turn if you activate this effect.
Avalanching Aussa	DR04	AvalanchingAussa	Spellcaster/Effect	Earth	4	800	1500			Once per turn, by Tributing 1 EARTH monster on your side of the field (except this card), Special Summon 1 EARTH monster from your hand. The monster Special Summoned by this effect is destroyed if "Avalanching Aussa" is removed from your side of the field.
B.E.S. Covered Core	DR04	BESCoveredCore	Machine/Effect	Earth	7	2500	800			Put 2 counters on this card when you Normal Summon it. This card is not destroyed by battle. If this card battles a monster, toss a coin and call it at the end of the Damage Step. If you call it wrong, remove 1 counter. If this card battles without a counter, destroy this card at the end of the Damage Step.
B.E.S. Tetran	DR04	BESTetran	Machine/Effect	Wind	6	1800	2300			Put 3 counters on this card when you Normal Summon it. This card is not destroyed by battle. If this card battles a monster, remove 1 counter from this card at the end of the Damage Step. If this card battles without a counter, destroy this card at the end of the Damage Step. Also, by removing 1 counter on this card, destroy 1 Spell or Trap Card on the field. You can only use this effect once per turn.
Batteryman C	DR04	BatterymanC	Thunder/Effect	Light	2	0	0			If all "Batteryman C"(s) on your side of the field are in Attack Position, increase the ATK of all Machine-Type monsters on your side of the field by 500 points for each "Batteryman C" on your side of the field. If all "Batteryman C"(s) on your side of the field are in Defense Position, increase the DEF of all Machine-Type monsters on your side of the field by 500 points for each "Batteryman C" on your side of the field.
